Unnamed: 0,Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary_INR,Job_Level
2838,EMP0002839,Jamie Hunter,Marketing,SEO Specialist,2024-02-10T00:00:00.000Z,"Brownfort, Saint Lucia",4.0,1.0,Resigned,Remote,925399.0,Specialist
2839,EMP0002840,Erica Adams,Marketing,Marketing Executive,2019-02-25T00:00:00.000Z,"North Davidhaven, Suriname",2.0,6.0,Active,Remote,1164424.0,Analyst
2840,EMP0002841,Deborah Grant,Marketing,Marketing Executive,2022-03-17T00:00:00.000Z,"Smithchester, Malaysia",4.0,3.0,Resigned,Remote,412650.0,Specialist
2841,EMP0002842,John Scott,Finance,Accountant,2011-11-17T00:00:00.000Z,"North Michael, Colombia",3.0,13.0,Active,On-site,760615.0,Principal
2842,EMP0002843,Melissa Garcia,Sales,Account Manager,2023-06-02T00:00:00.000Z,"New Jamesborough, Finland",4.0,2.0,Active,On-site,1198922.0,Specialist
2843,EMP0002844,Amanda Stevenson,Sales,Account Manager,2019-02-16T00:00:00.000Z,"Torresshire, Argentina",1.0,6.0,Resigned,On-site,618301.0,Analyst
2844,EMP0002845,Susan Keith,Operations,Logistics Coordinator,2021-04-09T00:00:00.000Z,"Jasonfurt, Niue",5.0,4.0,Active,On-site,782864.0,Analyst
2845,EMP0002846,Tracy Gonzalez,Finance,Financial Analyst,2018-03-19T00:00:00.000Z,"Hillhaven, Oman",3.0,7.0,Active,Remote,929934.0,Analyst
2846,EMP0002847,Sean Norris,Marketing,Marketing Executive,2021-11-27T00:00:00.000Z,"Port Katrina, Barbados",5.0,3.0,Resigned,Remote,1149456.0,Specialist
2847,EMP0002848,Earl Jenkins,Finance,Accountant,2020-06-08T00:00:00.000Z,"North Alyssa, Iceland",5.0,5.0,Resigned,Remote,691185.0,Analyst
2848,EMP0002849,Alice Lindsey,Marketing,SEO Specialist,2024-09-17T00:00:00.000Z,"Coxmouth, Botswana",4.0,0.0,Resigned,On-site,640064.0,Specialist
2849,EMP0002850,Mr. Martin Chambers,Sales,Account Manager,2021-11-25T00:00:00.000Z,"Jamesberg, Belgium",2.0,3.0,Active,Remote,778001.0,Specialist
2850,EMP0002851,Angela Perry,IT,DevOps Engineer,2016-12-09T00:00:00.000Z,"Christineport, Cuba",1.0,8.0,Active,On-site,736080.0,Analyst
2851,EMP0002852,Cynthia Simpson,Sales,Account Manager,2016-10-11T00:00:00.000Z,"East Angelatown, Serbia",3.0,8.0,Active,On-site,552822.0,Analyst
2852,EMP0002853,Jacob Moreno,IT,DevOps Engineer,2024-01-09T00:00:00.000Z,"Ericside, Pitcairn Islands",1.0,1.0,Active,On-site,572561.0,Specialist
2853,EMP0002854,Abigail Morrison,Marketing,Marketing Executive,2024-02-26T00:00:00.000Z,"Shelbyton, Guernsey",5.0,1.0,Active,On-site,866820.0,Specialist
2854,EMP0002855,Kenneth Mason,Operations,Operations Executive,2017-03-17T00:00:00.000Z,"Katherinechester, Jamaica",2.0,8.0,Resigned,Remote,665363.0,Analyst
2855,EMP0002856,Chelsea Perkins,Operations,Logistics Coordinator,2011-09-23T00:00:00.000Z,"Nicolebury, Congo",5.0,13.0,Resigned,On-site,509626.0,Principal
2856,EMP0002857,Kelly Boyd,HR,HR Executive,2022-03-01T00:00:00.000Z,"Williamshire, Maldives",1.0,3.0,Active,On-site,797058.0,Specialist
2857,EMP0002858,Cassie Morris,Marketing,SEO Specialist,2025-04-19T00:00:00.000Z,"Christopherville, Switzerland",4.0,0.0,Resigned,On-site,471131.0,Specialist
2858,EMP0002859,Allen Reid,Sales,Account Manager,2024-03-20T00:00:00.000Z,"Charlesbury, Nicaragua",3.0,1.0,Resigned,Remote,833938.0,Specialist
2859,EMP0002860,Susan Smith,IT,Software Engineer,2025-05-22T00:00:00.000Z,"North Kimberly, France",4.0,0.0,Active,Remote,1655271.0,Specialist
2860,EMP0002861,Lauren Perez,Finance,Accountant,2020-11-11T00:00:00.000Z,"West Tiffanyborough, Mexico",5.0,4.0,Active,On-site,870396.0,Analyst
2861,EMP0002862,Jennifer Michael,Finance,Finance Manager,2022-05-07T00:00:00.000Z,"Mcmillanchester, San Marino",3.0,3.0,Active,Remote,1075017.0,Specialist
2862,EMP0002863,Kevin King,IT,Software Engineer,2015-09-24T00:00:00.000Z,"West Sarah, New Caledonia",2.0,9.0,Terminated,On-site,904201.0,Manager
2863,EMP0002864,Amanda Morgan,Marketing,SEO Specialist,2019-06-16T00:00:00.000Z,"Warrenton, Azerbaijan",2.0,6.0,Active,On-site,552744.0,Analyst
2864,EMP0002865,Tanya Barrett,Operations,Operations Executive,2012-10-16T00:00:00.000Z,"Johnsonhaven, Nauru",5.0,12.0,Active,Remote,927042.0,Principal
2865,EMP0002866,Dr. Kevin Johnson,Marketing,Marketing Executive,2017-11-27T00:00:00.000Z,"Hillchester, Oman",4.0,7.0,Active,Remote,401380.0,Analyst
2866,EMP0002867,Martin Lee,IT,IT Manager,2017-03-04T00:00:00.000Z,"South Michaelchester, Western Sahara",5.0,8.0,Active,On-site,2436817.0,Analyst
2867,EMP0002868,David Koch,Marketing,SEO Specialist,2016-03-03T00:00:00.000Z,"Wilsonstad, Austria",2.0,9.0,Active,On-site,551821.0,Manager
2868,EMP0002869,David Ayala,Finance,CFO,2016-08-01T00:00:00.000Z,"Morrisonfort, Oman",1.0,9.0,Resigned,Remote,573678.0,Executive
2869,EMP0002870,Veronica Hall,Operations,Logistics Coordinator,2014-11-03T00:00:00.000Z,"Martinstad, United States Virgin Islands",4.0,10.0,Active,On-site,783291.0,Manager
2870,EMP0002871,Danielle Smith,Marketing,Marketing Executive,2021-05-06T00:00:00.000Z,"Lake Kenneth, Tokelau",2.0,4.0,Terminated,On-site,1166220.0,Analyst
2871,EMP0002872,Susan Pitts,R&D,Product Developer,2021-07-02T00:00:00.000Z,"Blevinstown, Greece",2.0,4.0,Active,Remote,878615.0,Analyst
2872,EMP0002873,Ashley Hudson,Sales,Business Development Manager,2020-02-17T00:00:00.000Z,"South John, Italy",4.0,5.0,Active,On-site,794472.0,Analyst
2873,EMP0002874,Jennifer Knight,Sales,Sales Executive,2011-12-06T00:00:00.000Z,"Mikaylaville, Egypt",3.0,13.0,Active,On-site,766829.0,Principal
2874,EMP0002875,Jose Hoover,Finance,Accountant,2019-09-13T00:00:00.000Z,"Masonton, Aruba",2.0,5.0,Active,Remote,560266.0,Analyst
2875,EMP0002876,Krista Edwards,IT,Software Engineer,2017-08-29T00:00:00.000Z,"Phillipsbury, Tokelau",4.0,7.0,Resigned,On-site,1155856.0,Analyst
2876,EMP0002877,Frank Willis,Finance,Accountant,2017-08-21T00:00:00.000Z,"Port Emilybury, Martinique",1.0,7.0,Active,Remote,621024.0,Analyst
2877,EMP0002878,Gerald Johnson DDS,IT,Software Engineer,2017-12-29T00:00:00.000Z,"New Karentown, Canada",4.0,7.0,Resigned,Remote,695837.0,Analyst
2878,EMP0002879,Cynthia Green,Finance,Financial Analyst,2024-05-18T00:00:00.000Z,"Jordanland, United Kingdom",3.0,1.0,Active,Remote,1061518.0,Specialist
2879,EMP0002880,Rebecca Clark,Operations,Logistics Coordinator,2023-12-29T00:00:00.000Z,"Holderbury, Senegal",1.0,1.0,Active,Remote,599753.0,Specialist
2880,EMP0002881,Cody Burton,Marketing,SEO Specialist,2022-04-19T00:00:00.000Z,"Herrerahaven, Suriname",4.0,3.0,Active,On-site,673247.0,Specialist
2881,EMP0002882,Garrett Waters,IT,Software Engineer,2023-07-24T00:00:00.000Z,"Suzanneburgh, Romania",4.0,2.0,Terminated,Remote,832651.0,Specialist
2882,EMP0002883,Randall Nelson,IT,Data Analyst,2017-04-08T00:00:00.000Z,"Andreaburgh, Niger",1.0,8.0,Active,On-site,1095203.0,Analyst
2883,EMP0002884,Maria Barker,Sales,Account Manager,2024-12-23T00:00:00.000Z,"South Charlesview, Nepal",1.0,0.0,Active,Remote,438090.0,Specialist
2884,EMP0002885,Jesse Simpson,IT,CTO,2013-10-22T00:00:00.000Z,"Parkerland, Poland",2.0,11.0,Active,Remote,1046175.0,Executive
2885,EMP0002886,Mark Brooks,Operations,Operations Executive,2023-10-29T00:00:00.000Z,"Lake Deborahburgh, Cape Verde",1.0,1.0,Resigned,Remote,1106852.0,Specialist
2886,EMP0002887,Janet Thomas,IT,Data Analyst,2022-10-02T00:00:00.000Z,"Gardnerfort, Uganda",4.0,2.0,Retired,On-site,705008.0,Specialist
2887,EMP0002888,Christine Munoz,R&D,Research Scientist,2019-10-30T00:00:00.000Z,"East Karentown, Czech Republic",5.0,5.0,Terminated,Remote,1032709.0,Analyst
2888,EMP0002889,John Williams,Sales,Account Manager,2024-09-30T00:00:00.000Z,"North Angela, Comoros",3.0,0.0,Active,On-site,605807.0,Specialist
2889,EMP0002890,Edward Hopkins,R&D,Research Scientist,2012-07-20T00:00:00.000Z,"Osbornshire, Germany",5.0,13.0,Active,On-site,978034.0,Principal
2890,EMP0002891,Maria Smith,IT,Software Engineer,2022-08-26T00:00:00.000Z,"Donnaland, Algeria",2.0,2.0,Terminated,Remote,1005988.0,Specialist
2891,EMP0002892,Diane Atkinson,Finance,Accountant,2018-05-31T00:00:00.000Z,"North Patricia, Vanuatu",5.0,7.0,Active,On-site,430096.0,Analyst
2892,EMP0002893,Mr. Michael Cervantes,Finance,Accountant,2012-09-14T00:00:00.000Z,"Port Brianchester, Marshall Islands",2.0,12.0,Active,Remote,893977.0,Principal
2893,EMP0002894,Joshua Torres,Operations,Supply Chain Manager,2024-01-10T00:00:00.000Z,"Leahport, Paraguay",1.0,1.0,Active,Remote,1081226.0,Specialist
2894,EMP0002895,Lydia Benitez,Marketing,Marketing Executive,2023-10-02T00:00:00.000Z,"West Cynthia, Haiti",4.0,1.0,Active,Remote,562506.0,Specialist
2895,EMP0002896,Jose Hart,Sales,Business Development Manager,2022-08-19T00:00:00.000Z,"East Mariahfort, Swaziland",2.0,2.0,Active,On-site,941932.0,Specialist
2896,EMP0002897,Wesley Larson,HR,Talent Acquisition Specialist,2014-01-17T00:00:00.000Z,"South Daniel, Lithuania",2.0,11.0,Active,Remote,999921.0,Manager
2897,EMP0002898,Kimberly Acosta,Sales,Sales Executive,2018-03-28T00:00:00.000Z,"Adamstad, United Kingdom",4.0,7.0,Active,Remote,419928.0,Analyst
2898,EMP0002899,Joshua Mendez,R&D,Research Scientist,2024-01-22T00:00:00.000Z,"Fergusonside, Guinea-Bissau",1.0,1.0,Active,Remote,820101.0,Specialist
2899,EMP0002900,Shane Wood,R&D,Product Developer,2016-07-19T00:00:00.000Z,"West Glenn, Ethiopia",1.0,9.0,Active,On-site,1124799.0,Manager
2900,EMP0002901,Angela Beard,IT,Software Engineer,2025-07-29T00:00:00.000Z,"Fosterland, Trinidad and Tobago",1.0,0.0,Active,Remote,1268814.0,Specialist
2901,EMP0002902,Richard Harding,Operations,Logistics Coordinator,2025-06-09T00:00:00.000Z,"Camposton, Malaysia",2.0,0.0,Active,On-site,510751.0,Specialist
2902,EMP0002903,Robert Simpson,HR,HR Manager,2016-09-21T00:00:00.000Z,"East Scottchester, Egypt",2.0,8.0,Active,On-site,1102322.0,Analyst
2903,EMP0002904,Mrs. Katherine Hanson,Marketing,Marketing Executive,2019-12-04T00:00:00.000Z,"Kevinchester, Austria",4.0,5.0,Active,On-site,888287.0,Analyst
2904,EMP0002905,Matthew Robinson,Sales,Sales Executive,2014-02-12T00:00:00.000Z,"West Kurtstad, Sierra Leone",1.0,11.0,Active,On-site,446958.0,Manager
2905,EMP0002906,Holly Hunt,IT,DevOps Engineer,2021-01-27T00:00:00.000Z,"Ashleymouth, Czech Republic",1.0,4.0,Active,Remote,567326.0,Analyst
2906,EMP0002907,Mary Jones,IT,DevOps Engineer,2024-10-29T00:00:00.000Z,"Paulmouth, Faroe Islands",3.0,0.0,Active,On-site,547055.0,Specialist
2907,EMP0002908,Christian Decker,Finance,CFO,2024-11-15T00:00:00.000Z,"Port Sherryview, Swaziland",3.0,0.0,Active,On-site,1042786.0,Executive
2908,EMP0002909,Tyler Walker,IT,Software Engineer,2019-08-02T00:00:00.000Z,"Brownburgh, Antarctica (the territory South of 60 deg S)",5.0,6.0,Active,On-site,1110364.0,Analyst
2909,EMP0002910,Melissa Mcintyre,Finance,Financial Analyst,2023-11-22T00:00:00.000Z,"Port Donaldbury, Uruguay",1.0,1.0,Active,On-site,966797.0,Specialist
2910,EMP0002911,Kathy Green,Operations,Operations Executive,2024-03-13T00:00:00.000Z,"Tracyfurt, Oman",2.0,1.0,Retired,On-site,1061293.0,Specialist
2911,EMP0002912,Sharon Lynch,R&D,Lab Technician,2014-11-08T00:00:00.000Z,"West Staceyview, Gibraltar",2.0,10.0,Active,On-site,1140826.0,Manager
2912,EMP0002913,Brian Galloway,Finance,Financial Analyst,2016-09-08T00:00:00.000Z,"New Tiffanystad, United Arab Emirates",3.0,8.0,Resigned,On-site,999556.0,Analyst
2913,EMP0002914,Sarah Stewart,Sales,Sales Executive,2021-04-04T00:00:00.000Z,"Churchmouth, Tanzania",3.0,4.0,Active,On-site,534437.0,Analyst
2914,EMP0002915,Teresa Bennett,IT,Data Analyst,2016-01-02T00:00:00.000Z,"Krystalchester, Australia",4.0,9.0,Resigned,On-site,894346.0,Manager
2915,EMP0002916,Victoria Everett,R&D,Product Developer,2016-03-10T00:00:00.000Z,"Frankberg, Belarus",4.0,9.0,Active,Remote,797820.0,Manager
2916,EMP0002917,Michael Williams,IT,Software Engineer,2021-07-15T00:00:00.000Z,"Lake Justinville, Armenia",3.0,4.0,Terminated,On-site,1150923.0,Analyst
2917,EMP0002918,Natalie Walker,Marketing,Marketing Executive,2020-06-12T00:00:00.000Z,"Port Suetown, Lebanon",4.0,5.0,Active,On-site,793972.0,Analyst
2918,EMP0002919,Kelsey Garcia,Marketing,Marketing Executive,2021-02-04T00:00:00.000Z,"East Taylorburgh, Algeria",2.0,4.0,Active,Remote,914674.0,Analyst
2919,EMP0002920,John Green,Operations,Supply Chain Manager,2023-10-06T00:00:00.000Z,"Lake Annabury, Jamaica",2.0,1.0,Resigned,Remote,986249.0,Specialist
2920,EMP0002921,Gregory Pratt,Operations,Operations Executive,2021-02-03T00:00:00.000Z,"East Valerie, Tokelau",3.0,4.0,Active,Remote,1139915.0,Analyst
2921,EMP0002922,Mark Hamilton,IT,Data Analyst,2021-03-13T00:00:00.000Z,"Jenniferview, Morocco",2.0,4.0,Active,Remote,613108.0,Analyst
2922,EMP0002923,Jennifer Marquez,IT,Software Engineer,2023-02-28T00:00:00.000Z,"Melissafurt, Cambodia",2.0,2.0,Resigned,On-site,1798147.0,Specialist
2923,EMP0002924,David Nelson,Operations,Operations Executive,2024-11-01T00:00:00.000Z,"Lake Nicole, Belgium",1.0,0.0,Active,On-site,700047.0,Specialist
2924,EMP0002925,Jermaine Flores,Sales,Sales Executive,2019-08-14T00:00:00.000Z,"Johnsonchester, Uganda",4.0,6.0,Active,Remote,409009.0,Analyst
2925,EMP0002926,Patricia Yates,Operations,Operations Executive,2017-05-05T00:00:00.000Z,"Kevinmouth, Belgium",1.0,8.0,Active,Remote,709142.0,Analyst
2926,EMP0002927,James Villarreal,Sales,Business Development Manager,2016-06-19T00:00:00.000Z,"Angelaport, Marshall Islands",4.0,9.0,Active,Remote,717308.0,Manager
2927,EMP0002928,Lisa Thompson,Sales,Sales Executive,2021-08-16T00:00:00.000Z,"Lake James, Finland",5.0,3.0,Active,On-site,733984.0,Specialist
2928,EMP0002929,Jennifer Allen,IT,Software Engineer,2025-04-01T00:00:00.000Z,"East Kenneth, Macao",4.0,0.0,Active,Remote,673268.0,Specialist
2929,EMP0002930,Patrick Carlson,Operations,Operations Executive,2022-02-27T00:00:00.000Z,"North Anthonyport, Ethiopia",2.0,3.0,Active,On-site,647204.0,Specialist
2930,EMP0002931,Kristen Reed,Operations,Operations Executive,2016-04-09T00:00:00.000Z,"Carmenborough, Cook Islands",5.0,9.0,Active,Remote,623345.0,Manager
2931,EMP0002932,Daniel Willis,IT,IT Manager,2017-10-28T00:00:00.000Z,"Jonville, New Caledonia",1.0,7.0,Active,Remote,2272207.0,Analyst
2932,EMP0002933,Robert Jones,IT,DevOps Engineer,2025-07-07T00:00:00.000Z,"South Daniel, Ghana",5.0,0.0,Active,On-site,1125693.0,Specialist
2933,EMP0002934,Carl Jones,IT,DevOps Engineer,2022-04-09T00:00:00.000Z,"East Lawrence, Barbados",4.0,3.0,Resigned,Remote,514537.0,Specialist
2934,EMP0002935,James Hawkins,Operations,Logistics Coordinator,2018-08-10T00:00:00.000Z,"Richtown, Mayotte",5.0,7.0,Terminated,On-site,602694.0,Analyst
2935,EMP0002936,Angela Johnson,R&D,Research Scientist,2025-01-17T00:00:00.000Z,"West Johnstad, Sierra Leone",3.0,0.0,Active,On-site,1017788.0,Specialist
2936,EMP0002937,Elijah Hall,Finance,Accountant,2021-07-19T00:00:00.000Z,"Breannaport, Russian Federation",2.0,4.0,Active,Remote,852899.0,Analyst
2937,EMP0002938,Sara Collins,Sales,Sales Executive,2018-05-31T00:00:00.000Z,"West Daniellefort, Uzbekistan",3.0,7.0,Active,On-site,540998.0,Analyst
2938,EMP0002939,Pamela Wilson,Finance,Finance Manager,2011-06-18T00:00:00.000Z,"Lake Mackenzie, Myanmar",1.0,14.0,Active,Remote,2038741.0,Principal
2939,EMP0002940,Casey Conner,IT,Software Engineer,2014-04-20T00:00:00.000Z,"West Johnny, Nigeria",4.0,11.0,Active,On-site,1152548.0,Manager
2940,EMP0002941,Gwendolyn Richardson,R&D,Research Scientist,2023-09-10T00:00:00.000Z,"Davilaberg, Slovenia",1.0,1.0,Terminated,Remote,857909.0,Specialist
2941,EMP0002942,Joseph Delgado,R&D,Research Scientist,2022-05-28T00:00:00.000Z,"Hensleymouth, United States Virgin Islands",2.0,3.0,Active,Remote,708822.0,Specialist
2942,EMP0002943,Ryan Hamilton,Operations,Operations Executive,2014-12-24T00:00:00.000Z,"Joshuaborough, Chile",5.0,10.0,Active,On-site,461348.0,Manager
2943,EMP0002944,Joseph Jackson,Sales,Sales Executive,2023-03-20T00:00:00.000Z,"Watsontown, Niger",4.0,2.0,Active,On-site,872434.0,Specialist
2944,EMP0002945,Sarah Padilla,IT,Data Analyst,2025-02-20T00:00:00.000Z,"Carterhaven, Lesotho",3.0,0.0,Active,Remote,703757.0,Specialist
2945,EMP0002946,Joshua Vazquez DVM,Operations,Supply Chain Manager,2021-05-19T00:00:00.000Z,"West Cassandra, Malta",1.0,4.0,Active,Remote,980506.0,Analyst
2946,EMP0002947,Mr. Jonathan Irwin II,Finance,Accountant,2017-02-13T00:00:00.000Z,"Sarahstad, Comoros",2.0,8.0,Retired,On-site,813569.0,Analyst
2947,EMP0002948,Mercedes Conner,IT,Software Engineer,2020-09-11T00:00:00.000Z,"East Amandahaven, Romania",2.0,4.0,Terminated,On-site,1192326.0,Analyst
2948,EMP0002949,Benjamin Solis,IT,Software Engineer,2024-07-06T00:00:00.000Z,"Hartfurt, Germany",3.0,1.0,Active,On-site,1607984.0,Specialist
2949,EMP0002950,Tamara Christian,Operations,Logistics Coordinator,2022-05-15T00:00:00.000Z,"Jimenezstad, Central African Republic",3.0,3.0,Resigned,On-site,471378.0,Specialist
2950,EMP0002951,Katrina Thomas,IT,Data Analyst,2016-04-16T00:00:00.000Z,"Crawfordland, Djibouti",1.0,9.0,Active,Remote,435759.0,Manager
2951,EMP0002952,Roger Cox,Operations,Logistics Coordinator,2023-02-20T00:00:00.000Z,"Clarkshire, Mauritania",1.0,2.0,Active,On-site,502376.0,Specialist
2952,EMP0002953,Michael Lowery,IT,Software Engineer,2025-04-01T00:00:00.000Z,"Marcusborough, Iraq",2.0,0.0,Resigned,On-site,635143.0,Specialist
2953,EMP0002954,Theresa Obrien,IT,Data Analyst,2019-09-30T00:00:00.000Z,"New Lindseyborough, Bhutan",5.0,5.0,Active,Remote,602186.0,Analyst
2954,EMP0002955,Daniel Marsh,IT,Data Analyst,2020-02-23T00:00:00.000Z,"Sullivanville, Ethiopia",4.0,5.0,Active,On-site,1092961.0,Analyst
2955,EMP0002956,Melissa Brown,R&D,Research Scientist,2016-05-08T00:00:00.000Z,"Lake Leah, Mauritius",4.0,9.0,Resigned,On-site,1070902.0,Manager
2956,EMP0002957,Robin Hayden,IT,Software Engineer,2017-03-23T00:00:00.000Z,"Lake Cameronmouth, Guinea-Bissau",5.0,8.0,Active,On-site,1039922.0,Analyst
2957,EMP0002958,Matthew Hutchinson MD,IT,Software Engineer,2014-07-20T00:00:00.000Z,"North Cindyside, United States Virgin Islands",2.0,11.0,Resigned,On-site,790229.0,Manager
2958,EMP0002959,Haley Harvey,IT,Software Engineer,2020-09-06T00:00:00.000Z,"Michaelside, Haiti",4.0,4.0,Active,On-site,1330792.0,Analyst
2959,EMP0002960,Luis Hood,Operations,Supply Chain Manager,2025-05-08T00:00:00.000Z,"Lake Kristie, Bolivia",5.0,0.0,Resigned,On-site,410589.0,Specialist
2960,EMP0002961,David Gonzalez,IT,Software Engineer,2020-08-01T00:00:00.000Z,"Ramosfort, Dominican Republic",3.0,5.0,Active,Remote,1614119.0,Analyst
2961,EMP0002962,Kim Leonard,Operations,Logistics Coordinator,2023-01-24T00:00:00.000Z,"Rowetown, Sri Lanka",5.0,2.0,Active,Remote,767612.0,Specialist
2962,EMP0002963,Angela Ortiz,Sales,Sales Executive,2024-07-07T00:00:00.000Z,"Johnville, Portugal",1.0,1.0,Active,On-site,417289.0,Specialist
2963,EMP0002964,William Lewis,Finance,Accountant,2020-09-20T00:00:00.000Z,"North Josephside, Namibia",4.0,4.0,Active,Remote,639367.0,Analyst
2964,EMP0002965,Mrs. Jennifer Wilson,Operations,Logistics Coordinator,2022-07-17T00:00:00.000Z,"West Joseph, Bouvet Island (Bouvetoya)",3.0,3.0,Active,Remote,642015.0,Specialist
2965,EMP0002966,Ryan Nguyen,IT,IT Manager,2021-02-23T00:00:00.000Z,"Websterfort, United Arab Emirates",5.0,4.0,Active,Remote,1313623.0,Analyst
2966,EMP0002967,Michael Howell,HR,HR Executive,2019-02-09T00:00:00.000Z,"New Hectorberg, Hungary",1.0,6.0,Active,On-site,595610.0,Analyst
2967,EMP0002968,Austin Brown,Sales,Account Manager,2019-08-10T00:00:00.000Z,"Webbfort, Liechtenstein",1.0,6.0,Active,Remote,1059496.0,Analyst
2968,EMP0002969,Misty Moore,Sales,Account Manager,2016-08-02T00:00:00.000Z,"Lake Williamburgh, Pakistan",3.0,9.0,Terminated,On-site,884740.0,Manager
2969,EMP0002970,Justin Larson,HR,Talent Acquisition Specialist,2018-08-09T00:00:00.000Z,"New Sean, Qatar",5.0,7.0,Resigned,On-site,603769.0,Analyst
2970,EMP0002971,Dr. James Lewis,IT,Software Engineer,2021-12-23T00:00:00.000Z,"East Jennifer, Montenegro",3.0,3.0,Terminated,On-site,1379558.0,Specialist
2971,EMP0002972,Lisa Adams,IT,DevOps Engineer,2024-09-30T00:00:00.000Z,"South Jamesport, Antigua and Barbuda",5.0,0.0,Active,Remote,1057182.0,Specialist
2972,EMP0002973,Jose Conley,Marketing,Marketing Executive,2016-10-09T00:00:00.000Z,"North Johnborough, Lithuania",3.0,8.0,Resigned,On-site,785310.0,Analyst
2973,EMP0002974,Edward Dougherty,Operations,Logistics Coordinator,2017-10-22T00:00:00.000Z,"Lake Luis, Bhutan",3.0,7.0,Resigned,On-site,549336.0,Analyst
2974,EMP0002975,Miss Casey Gonzalez,Marketing,Marketing Executive,2024-06-17T00:00:00.000Z,"Everettfurt, Cocos (Keeling) Islands",2.0,1.0,Active,On-site,869027.0,Specialist
2975,EMP0002976,Johnathan Townsend,Marketing,Marketing Executive,2024-03-01T00:00:00.000Z,"Richardside, United States Virgin Islands",5.0,1.0,Active,On-site,1082763.0,Specialist
2976,EMP0002977,Shawn Hunt,Marketing,Marketing Executive,2017-08-05T00:00:00.000Z,"Dennisview, Marshall Islands",3.0,8.0,Active,On-site,1102522.0,Analyst
2977,EMP0002978,Julie Brown,R&D,Product Developer,2023-05-04T00:00:00.000Z,"Ryanmouth, Niger",2.0,2.0,Resigned,On-site,1085809.0,Specialist
2978,EMP0002979,Bill Ferrell,Operations,Supply Chain Manager,2012-06-25T00:00:00.000Z,"Bryantborough, Australia",3.0,13.0,Active,Remote,665269.0,Principal
2979,EMP0002980,Alexis Macias,IT,Software Engineer,2017-05-02T00:00:00.000Z,"Kennethshire, Aruba",4.0,8.0,Retired,On-site,651913.0,Analyst
2980,EMP0002981,Eric Clayton,HR,HR Manager,2024-05-01T00:00:00.000Z,"South Ashleyton, Turkmenistan",2.0,1.0,Active,On-site,1080520.0,Specialist
2981,EMP0002982,Michelle White,Marketing,Marketing Executive,2017-04-13T00:00:00.000Z,"Reevesborough, Cayman Islands",1.0,8.0,Resigned,Remote,726972.0,Analyst
2982,EMP0002983,Alan Diaz,Operations,Supply Chain Manager,2013-11-12T00:00:00.000Z,"Melissaview, Guinea-Bissau",2.0,11.0,Active,On-site,1006065.0,Manager
2983,EMP0002984,Lisa Smith,R&D,Research Scientist,2023-02-19T00:00:00.000Z,"West Lynn, Bolivia",4.0,2.0,Active,On-site,698218.0,Specialist
2984,EMP0002985,Natasha Smith,HR,HR Executive,2016-01-08T00:00:00.000Z,"Douglaschester, Puerto Rico",4.0,9.0,Active,On-site,594099.0,Manager
2985,EMP0002986,Keith Schneider,IT,Software Engineer,2021-05-16T00:00:00.000Z,"Lake Robertchester, Congo",5.0,4.0,Active,On-site,1139466.0,Analyst
2986,EMP0002987,Ryan Romero,HR,HR Executive,2024-11-25T00:00:00.000Z,"Kennethville, Malawi",5.0,0.0,Active,Remote,565626.0,Specialist
2987,EMP0002988,Michael Fox,IT,Software Engineer,2019-02-16T00:00:00.000Z,"Murphyborough, Fiji",4.0,6.0,Active,On-site,865160.0,Analyst
2988,EMP0002989,Alan Willis,Sales,Account Manager,2017-08-12T00:00:00.000Z,"New Haleyview, Mongolia",4.0,8.0,Active,On-site,642264.0,Analyst
2989,EMP0002990,Meredith Perez,Sales,Business Development Manager,2019-07-21T00:00:00.000Z,"Lake Brenda, Jersey",1.0,6.0,Active,On-site,1306486.0,Analyst
2990,EMP0002991,Amanda Jackson,Marketing,Marketing Executive,2022-06-16T00:00:00.000Z,"New James, Saint Kitts and Nevis",1.0,3.0,Active,Remote,736157.0,Specialist
2991,EMP0002992,Tammy Dougherty,Sales,Sales Executive,2023-07-04T00:00:00.000Z,"East Keith, Guinea",5.0,2.0,Resigned,On-site,771614.0,Specialist
2992,EMP0002993,Robert Giles,IT,Software Engineer,2020-11-25T00:00:00.000Z,"Melaniemouth, Cambodia",1.0,4.0,Resigned,On-site,1404876.0,Analyst
2993,EMP0002994,Maria Charles,IT,Software Engineer,2021-08-26T00:00:00.000Z,"South Ronald, Pitcairn Islands",5.0,3.0,Resigned,On-site,1575529.0,Specialist
2994,EMP0002995,Brian Powell,Finance,Accountant,2017-07-18T00:00:00.000Z,"South Richard, Germany",5.0,8.0,Active,Remote,861849.0,Analyst
2995,EMP0002996,Sarah Smith,Operations,Operations Executive,2019-02-20T00:00:00.000Z,"Rodriguezchester, Finland",2.0,6.0,Active,On-site,450615.0,Analyst
2996,EMP0002997,Shawn Melton,Sales,Sales Executive,2021-01-26T00:00:00.000Z,"Andersonfort, Cyprus",4.0,4.0,Resigned,On-site,789965.0,Analyst
2997,EMP0002998,Michael Brown,IT,Software Engineer,2020-02-27T00:00:00.000Z,"Barnesside, Guam",2.0,5.0,Active,Remote,813044.0,Analyst
2998,EMP0002999,Susan Santiago,IT,CTO,2024-06-23T00:00:00.000Z,"Mcintyrechester, Malawi",3.0,1.0,Active,On-site,420677.0,Executive
